Candidate_ID,Soft_Drinks_perc,Fresh_Food_perc,Car_Care_perc,Non_Foods_perc,Hot_Coffee_and_Tea_perc,RECENCY,FREQUENCY,AOV,MONETARY,ABS,UNIQUE_CITIES_VISITED,UNIQUE_STATIONS_VISITED,UNIQUE_PRODUCTS,Days_bw_trx
373,0.19389337184324815,0.13817254449931468,0.025279400850356543,0.10192473063827166,0.540729952168809,15,18,64.33,1023.95,7.69,3,6,30,0.8
374,0.6253440927012472,0.009960515344284179,0.04064733012499754,0.03187909108978074,0.29216897073969034,176,11,32.04,399.9,5.75,2,8,23,16.0
375,0.2933231285255807,0.041378316641071285,0.1214457201585032,0.31648054255204267,0.22737229212280216,269,10,36.59,335.18,2.04,2,12,22,26.9
376,0.2189114366899703,0.25002010514791945,0.19891017159808957,0.0989435364038643,0.23321475016015647,119,6,33.44,175.49,1.0,9,12,26,19.8
377,0.1995426437263312,0.35310047417768087,0.17284940109227329,0.24469577892650457,0.029811702077210088,299,9,27.65,239.5,3.56,6,4,24,33.2
378,0.08827700487015365,0.0013368908683633128,0.04039201645184131,0.18484800470300738,0.6851460831066344,188,11,52.2,627.11,3.75,5,11,21,17.1
379,0.03198391362954984,0.15718830807085607,0.4929497700202315,0.06987952782274921,0.24799848045661366,57,12,67.42,959.71,6.89,2,9,21,4.8
380,0.2963536384064846,0.21474732118342327,0.04673483210587135,0.09852504672165828,0.3436391615825625,199,11,47.23,583.76,4.98,7,10,19,18.1
381,0.22136892091007565,0.0014366232239429093,0.39214947509463877,0.009849918120133912,0.3751950626512086,17,11,27.41,354.67,7.27,2,9,20,1.5
382,0.05125740878026213,0.7185891738139373,0.1039362120834206,0.08969422930398427,0.03652297601839576,288,9,62.6,482.4,2.35,6,5,21,32.0
383,0.03998668898469817,0.2294448656738879,0.614935789316201,0.05036318106009262,0.06526947496512014,55,17,75.29,1060.32,6.93,3,6,22,3.2
384,0.23791969460036677,0.4038342535111079,0.16706007639331416,0.0923146111287311,0.09887136436647997,269,5,40.31,206.18,6.44,7,9,21,53.8
385,0.284609946700497,0.0007712890084698138,0.23125938793811715,0.10510585581984191,0.37825352053307426,303,16,42.82,627.68,1.0,4,9,12,18.9
386,0.03567592433082309,0.3243000672954017,0.2397094246661762,0.37580549606711083,0.024509087640488293,87,10,57.73,653.11,7.65,7,11,12,8.7
387,0.1899076551955408,0.18047169958061082,0.18006046799244746,0.20251460985104777,0.24704556738035324,318,10,74.33,794.42,5.19,4,8,21,31.8
388,0.3663380553457333,0.07047202139655274,0.3906647722338352,0.15455465895032375,0.017970492073554896,29,12,42.2,601.79,5.78,7,7,21,2.4
389,0.01260187910897015,0.08497121828811847,0.3209500344446381,0.2568851027450736,0.3245917654131997,22,8,30.01,216.56,3.27,6,6,23,2.8
390,0.2990978244023886,0.2382668510646466,0.06551457839103442,0.16336256274205302,0.23375818339987744,321,9,59.47,532.2,7.55,2,10,17,35.7
391,0.010319803216116807,0.027725176483089333,0.10143216631673814,0.14800306266285432,0.7125197913212015,285,9,61.99,558.15,2.63,4,9,19,31.7
392,0.3959136471860612,0.1505928572785803,0.08005077192448413,0.14800000861975332,0.22544271499112103,48,7,50.09,314.06,6.66,4,14,27,6.9
393,0.03299278619058054,0.13817801505112215,0.4797449745211924,0.12685220815332854,0.22223201608377643,5,13,41.63,560.67,6.64,3,8,27,0.4
394,0.448998855810366,0.10332299465466178,0.2278941079435643,0.20633394418627607,0.01345009740513181,250,12,64.92,761.32,3.05,5,9,21,20.8
395,0.007628471667020873,0.5550962102814497,0.09934666697424539,0.22738972652510214,0.11053892455218198,163,6,57.92,340.12,8.97,3,9,31,27.2
396,0.37204327001862436,0.03953231577185492,0.073955295987873,0.27150536255620644,0.24296375566544123,202,13,38.47,472.69,5.46,5,7,17,15.5
397,0.06346885066455209,0.500164384407727,0.1888887479239645,0.20331908457844852,0.044158932425307926,101,15,50.74,613.99,6.31,5,13,20,6.7
398,0.0212555586199333,0.32925315730426424,0.1735373192668395,0.14523795772636486,0.330716007082598,71,13,29.72,389.83,1.95,1,10,14,5.5
399,0.35350016516910193,0.04217917858341892,0.2296423843238176,0.035447444057035545,0.33923082786662606,163,10,60.29,563.15,9.24,5,10,22,16.3
400,0.22913514216222158,0.671974856249761,0.015302368561675299,0.012581626850140963,0.07100600617620109,173,11,46.07,405.65,2.55,3,8,19,15.7
401,0.08525920259797685,0.07970920329376913,0.6651772213424507,0.08066890295467892,0.08918546981112424,141,10,43.46,401.25,7.05,4,11,18,14.1
402,0.3346157953312039,0.14031008264832834,0.35215540882492824,0.015878127205450992,0.15704058599008858,138,5,49.51,225.62,3.01,4,11,16,27.6
403,0.01012137356512634,0.01915306856948461,0.7013083033526821,0.044386948210840334,0.22503030630186635,66,10,50.6,484.48,3.76,3,9,16,6.6
404,0.12118730246385757,0.09766185306745773,0.5266228475261234,0.005050136223879736,0.24947786071868144,198,13,63.42,703.09,6.58,1,7,24,15.2
405,0.4417703573429305,0.10970452994640957,0.3688779872720962,0.007168760338298797,0.07247836510026495,328,4,58.87,236.19,7.06,2,11,20,82.0
406,0.04334878771401847,0.18880370339983907,0.5724448263740203,0.04264509270880577,0.15275758980331652,228,9,47.65,461.9,2.46,6,8,18,25.3
407,0.03565949857583938,0.13457712941404248,0.10070971904183115,0.5775696477579566,0.15148400521033026,281,7,61.46,452.59,7.18,5,16,16,40.1
408,0.34144313485327416,0.09619147523220081,0.13020719283616888,0.2027117392772192,0.22944645780113693,172,17,56.01,1067.88,7.09,3,6,20,10.1
409,0.3422519756105093,0.14829024656216763,0.13340208826648658,0.02194506822588823,0.3541106213349483,316,8,43.6,342.11,3.12,2,11,28,39.5
410,0.3715719063862409,0.020291069891435403,0.35633023592351326,0.22711615240509408,0.0246906353937164,40,10,48.13,484.97,8.2,2,6,22,4.0
411,0.0978140055959654,0.10578450710917378,0.028919521828595904,0.46481395217818866,0.3026680132880764,7,11,47.78,590.8,2.09,4,8,21,0.6
412,0.2698291057744574,0.15140977598142713,0.12949150884156937,0.2568716360823666,0.19239797332017955,174,13,57.58,726.88,3.75,4,4,26,13.4
413,0.02078855464628055,0.23229809791928885,0.5308900269451226,0.1987724240262596,0.017250896463048514,151,9,44.49,432.74,5.96,4,7,21,16.8
414,0.5827466165626268,0.08491485371503113,0.11300962140177984,0.06796668600661374,0.1513622223139484,211,11,44.14,472.88,3.29,6,9,17,19.2
415,0.21436308925548758,0.11110203374797205,0.034764579511069586,0.31879013816619234,0.32098015931927854,302,8,79.53,615.31,5.53,5,6,33,37.8
416,0.23788884759751008,0.03174528898963052,0.06981796418478427,0.48853557713723494,0.1720123220908402,86,7,64.1,495.37,5.48,4,5,18,12.3
417,0.007077817673041205,0.01732691953664496,0.1602195048963451,0.6165547485423516,0.19882100935161706,253,12,38.59,402.86,4.63,1,9,19,21.1
418,0.16903069132910803,0.027353114216955726,0.2624324905205468,0.4237048817790756,0.11747882215431386,21,14,58.56,766.96,6.66,8,9,28,1.5
419,0.24341561161601033,0.5436479321994673,0.037116012153824054,0.12068831171508647,0.05513213231561179,257,8,51.78,368.5,4.54,4,6,26,32.1
420,0.28386675215400076,0.15538806765524613,0.18151985639050994,0.2883256673589033,0.09089965644133996,33,13,55.87,685.42,5.46,5,8,25,2.5
421,0.39994429302355006,0.1234924719284783,0.0278809768834117,0.19304959418910317,0.2556326639754567,260,16,52.06,743.13,7.29,5,9,22,16.2
422,0.04175300466461593,0.21332573564570437,0.25934370082727437,0.03553819029963842,0.45003936856276705,234,13,67.84,909.99,6.58,5,11,23,18.0
423,0.03901165557820147,0.058051977150768104,0.05237972868121713,0.577318577559737,0.27323806103007625,3,10,55.18,617.66,6.57,2,8,23,0.3
424,0.042000804927990985,0.14774217009363105,0.24317195308530332,0.022185405329256287,0.5448996665638184,347,10,49.07,546.94,2.7,5,8,23,34.7
425,0.15606243506153278,0.06746533542377627,0.32745210755955256,0.051861094680941515,0.397159027274197,308,10,65.63,620.76,6.05,4,3,16,30.8
426,0.22113982310445196,0.20199801944847479,0.03640285483772496,0.4285784860979582,0.11188081651139012,227,4,53.5,255.83,3.24,5,9,20,56.8
427,0.05841537332865632,0.004186943543653256,0.27074121912772486,0.2473374400252663,0.4193190239746992,284,7,51.82,376.37,2.44,3,9,15,40.6
428,0.38308590257022307,0.01434420852975494,0.2279647613939901,0.035979973241101526,0.3386251542649304,70,6,54.71,315.05,4.86,6,9,19,11.7
429,0.36059721375799714,0.16415265140169227,0.2612737879449943,0.07960012993186694,0.13437621696344937,313,9,48.6,496.06,3.19,4,8,22,34.8
430,0.32994186712130547,0.11767095174296606,0.08475712318704261,0.13045807409392687,0.33717198385475916,364,17,50.14,930.73,6.58,2,5,20,21.4
431,0.11038681714242085,0.051605968352673316,0.33656786015873147,0.4727614984589564,0.02867785588721809,254,10,41.2,453.08,6.63,5,8,24,25.4
432,0.09674139952013736,0.05400822357114837,0.1508311403074871,0.21109521842374496,0.4873240181774823,144,11,38.73,374.27,1.19,7,10,21,13.1
433,0.21332797033629072,0.1964993062131926,0.08800528531739421,0.37306744869369374,0.12909998943942863,24,9,35.02,311.2,3.34,2,14,17,2.7
434,0.5924266704992761,0.1539953034610334,0.020672045313869486,0.17268736334856558,0.06021861737725543,234,10,29.12,333.35,2.08,4,7,14,23.4
435,0.3204860306952658,0.019953559295535488,0.0531362698739334,0.5351876025948487,0.07123653754041667,333,14,36.8,516.09,4.07,3,9,29,23.8
436,0.3574968820427947,0.06453324672558615,0.20289872952289909,0.233436060483731,0.1416350812249893,175,12,47.39,610.36,5.91,7,11,17,14.6
437,0.17698210641231787,0.11614916476166864,0.016397926440087418,0.17602894424371132,0.5144418581422147,332,9,51.55,480.24,4.52,2,4,19,36.9
438,0.31176925874992983,0.2293910887187859,0.16259292759223784,0.17384913909079472,0.12239758584825172,325,8,45.93,417.76,3.82,5,8,20,40.6
439,0.06375051524832796,0.5026694843791178,0.23489595147310333,0.17380781503468665,0.024876233864764334,357,11,14.66,147.41,7.6,3,8,20,32.5
440,0.13230210180778684,0.13773981755591988,0.44642433023696865,0.1766461799222812,0.10688757047704331,159,18,73.62,1365.14,1.0,6,15,18,8.8
441,0.6466996315330389,0.02016310074805994,0.09435673325712358,0.007377190916244445,0.2314033435455331,348,12,66.3,675.67,7.47,3,8,23,29.0
442,0.3315175001945744,0.04353450849919579,0.25895474633005366,0.04579547340523226,0.3201977715709439,348,12,56.69,731.99,3.91,2,14,18,29.0
443,0.18345849132969635,0.2138121549820254,0.0023772611640806075,0.4306555618025427,0.16969653072165475,286,9,78.61,773.16,4.84,3,5,30,31.8
444,0.07827703590336602,0.38082770486663714,0.07119923979521228,0.4439750354874683,0.025720983947316135,18,9,35.34,259.89,3.95,6,6,25,2.0
445,0.5099266493975959,0.3261827011233145,0.04255930014371107,0.1160986608308232,0.0052326885045552475,44,4,78.31,335.28,8.09,3,10,22,11.0
446,0.24212411450173676,0.13721724612702388,0.3491607931103061,0.13501731880391013,0.13648052745702308,155,10,35.52,343.1,2.54,3,14,21,15.5
447,0.2012453572757475,0.0073041613098424425,0.3452154039516812,0.2830941579579204,0.16314091950480852,355,10,53.58,455.25,5.02,4,11,26,35.5
448,0.24383321548893358,0.6040834378585668,0.05556399764061443,0.022299552475736072,0.07421979653614934,231,10,30.89,299.03,6.05,5,9,18,23.1
449,0.16120449996000963,0.003593999802419084,0.08904201725686474,0.5489856433944341,0.1971738395862725,316,18,50.22,793.41,1.78,3,8,22,17.6
450,0.20366351221073412,0.01817151610366768,0.4919161917376551,0.2525090818161434,0.0337396981317999,225,11,55.79,592.99,3.16,5,6,17,20.5
451,0.013161890863118185,0.3210140866807151,0.1477319904842803,0.2360751100495038,0.28201692192238254,217,11,47.68,500.21,4.7,5,9,29,19.7
452,0.2743747177242211,0.2357347881837003,0.18209759835124292,0.123318856831318,0.1844740389095177,56,9,60.71,598.47,3.23,4,8,27,6.2
453,0.24141104299228483,0.14957163590169556,0.3621895094125225,0.09513502781172106,0.1516927838817761,31,11,51.49,628.46,3.37,8,14,32,2.8
454,0.24362662507420849,0.2187104188013765,0.2961218334670643,0.06618488354081237,0.1753562391165383,357,9,42.16,395.72,4.3,1,11,18,39.7
455,0.020662676330766964,0.09111275108102027,0.1255503350905869,0.19828018285053675,0.564394054647089,59,10,41.5,335.75,6.3,5,6,29,5.9
456,0.22588548077863516,0.3349187415502914,0.17367596680046518,0.24741452049428772,0.018105290376320655,353,20,62.16,1457.63,4.31,6,11,24,17.6
457,0.1858047486408211,0.28431166789558404,0.40482935088448013,0.02957351558094931,0.09548071699816543,235,10,40.19,431.88,7.16,4,14,24,23.5
458,0.06278712610957676,0.6894992965075143,0.07797603012782833,0.12744975179997423,0.042287795455106386,107,10,63.73,518.57,3.0,1,8,25,10.7
459,0.42175146571952143,0.14725083385138082,0.10365899352433647,0.32487106340010524,0.0024676435046561266,191,8,68.34,616.45,2.5,6,9,22,23.9
460,0.00937685741922059,0.30136911012204276,0.045598220850680236,0.1393301466555464,0.50432566495251,18,11,24.97,241.73,8.85,5,5,18,1.6
461,0.2607580383329595,0.1364092525195013,0.1155260135628278,0.055836264687234585,0.4314704308974769,226,14,66.99,967.64,3.68,2,10,18,16.1
462,0.24075018754874786,0.043366285185420315,0.4568324678011407,0.05751772686572988,0.20153333259896117,167,9,80.91,718.44,2.38,1,7,28,18.6
463,0.0736879868973743,0.21575601328700317,0.07079917954968151,0.12608037028729083,0.5136764499786501,71,9,53.78,468.5,1.52,4,11,14,7.9
464,0.06906268249636996,0.15736004098888015,0.24584099389295389,0.26840437678223444,0.2593319058395617,362,8,58.99,545.45,7.15,5,8,13,45.2
465,0.3567566198322546,0.1875159515362782,0.1402390457867531,0.055444689031301744,0.26004369381341236,54,8,65.56,511.3,4.32,5,9,22,6.8
466,0.5267587214817188,0.29228733518871824,0.00026594521499111374,0.17177593840004984,0.008912059714522047,245,11,45.87,418.84,4.49,2,7,18,22.3
467,0.11604521941386288,0.023908146626116376,0.36067769754456674,0.45200101448921737,0.047367921926236706,350,8,52.73,497.24,4.68,3,9,19,43.8
468,0.2175476279752831,0.27370115944786855,0.2068944183796066,0.057952656213495525,0.24390413798374624,76,14,30.29,495.34,7.03,2,14,28,5.4
469,0.28805534650089853,0.01525261422459737,0.017307390848653566,0.09073326484756344,0.5886513835782872,35,13,52.08,726.98,4.64,2,5,19,2.7
470,0.30679068739400794,0.31538587347814034,0.12481450400171595,0.25018010892926856,0.0028288261968671263,267,14,57.47,794.27,9.69,1,9,18,19.1
471,0.13025630981474473,0.3150729625169442,0.12218523566278268,0.2666144130580106,0.16587107894751799,317,8,57.74,386.71,5.27,5,3,29,39.6
472,0.03732957491942505,0.6762902842534152,0.019978211663860428,0.22185364681095177,0.044548282352347555,300,7,65.98,515.58,7.12,4,8,22,42.9
473,0.004833979656128578,0.2250558764519783,0.1435190084140734,0.27320501878771114,0.3533861166901087,121,11,38.38,350.47,6.61,2,8,23,11.0
474,0.01643992212105052,0.048245928019490035,0.3006455033138487,0.15450440329668316,0.48016424324892765,324,13,42.01,451.9,4.93,6,9,19,24.9
475,0.1826536410931481,0.32302452467698,0.2038975293236769,0.09717137031580943,0.19325293459038553,25,13,78.43,1034.87,3.83,6,9,21,1.9
476,0.07260619246153606,0.08243977557271197,0.3506964377687923,0.13329483730399966,0.3609627568929599,160,9,47.75,371.29,5.66,4,5,12,17.8
477,0.24310140198522548,0.2741163959289687,0.34946250109260607,0.07930838919353143,0.05401131179966835,84,9,53.0,383.08,6.02,8,11,14,9.3
478,0.18791248090575766,0.09988234362413334,0.19786637596027606,0.2632752730738187,0.25106352643601415,114,14,48.99,664.83,3.85,2,11,16,8.1
479,0.13120008832644292,0.051037001446839834,0.15741265436616322,0.04301049871936419,0.6173397571411898,223,9,37.67,289.87,5.33,4,6,23,24.8
480,0.1590301430503834,0.06286095798824155,0.009657774552554522,0.3888851426345109,0.3795659817743095,166,11,74.35,706.82,7.47,6,6,24,15.1
481,0.16517482432600414,0.029515496575514583,0.20903277785171606,0.14788054903972905,0.4483963522070362,191,8,42.08,279.7,9.14,3,5,22,23.9
482,0.1397435813808419,0.06808057624518964,0.036895348272707074,0.6644335779481513,0.0908469161531102,175,8,33.09,233.5,6.71,3,7,23,21.9
483,0.42950863803943506,0.05581180163799933,0.24493937011204292,0.01028897571219562,0.25945121449832714,1,17,43.24,798.42,8.73,3,8,12,0.1
484,0.7604944938509579,0.11090291864199552,0.009098503704730577,0.007192721027793228,0.11231136277452258,229,15,19.97,336.64,3.74,6,8,17,15.3
485,0.06800265269263975,0.009214425957259128,0.5504159293631614,0.23922360288964614,0.13314338909729356,86,12,40.23,473.6,6.4,3,9,23,7.2
486,0.28373177606536626,0.015207069531205092,0.38452949657194596,0.04641729542880248,0.2701143624026803,62,14,35.48,498.0,7.68,2,8,22,4.4
487,0.08881185059687847,0.16853010251006303,0.39767758364856926,0.03271492534108159,0.3122655379034077,320,7,59.26,337.28,3.21,4,7,20,45.7
488,0.21055854345055322,0.20779278196421333,0.17755463400904284,0.3326597618677637,0.07143427870842672,206,14,39.9,462.35,4.03,4,10,17,14.7
489,0.14950594767689523,0.14458637274284838,0.26593278938586545,0.3323827930997076,0.10759209709468345,105,10,63.32,571.77,8.48,2,9,32,10.5
490,0.2656391449359055,0.22151003696280067,0.15970636804415142,0.043811048230071516,0.30933340182707086,318,10,70.98,722.24,3.05,6,11,18,31.8
491,0.05413417397081158,0.583137967018232,0.14017436052990753,0.07330190727507602,0.14925159120597273,291,11,61.72,743.95,2.32,3,8,11,26.5
492,0.05157814182947354,0.2020141874918566,0.338646023509723,0.2309606136317578,0.176801033537189,250,6,46.77,292.4,8.06,5,7,19,41.7
493,0.5089837256985658,0.21223879468953682,0.09763565255286345,0.08423238676849565,0.0969094402905382,13,11,52.12,548.55,7.39,6,13,23,1.2
494,0.10234611735597297,0.22890747077883894,0.0183302656681613,0.29385382435617746,0.3565623218408494,163,8,27.13,183.87,5.86,5,10,30,20.4
495,0.03219197718029053,0.41416503159295837,0.2991799376897905,0.1595170518333489,0.0949460017036115,43,11,47.99,587.22,4.91,6,7,24,3.9
496,0.37380802028113413,0.02565592740200543,0.2864195550509574,0.0244308644820609,0.28968563278384224,111,14,37.09,491.01,4.12,5,8,18,7.9
497,0.05302821538245829,0.34454020952787456,0.47386318865798915,0.0264782740815216,0.10209011235015615,205,7,60.41,462.84,5.56,5,9,14,29.3
498,0.49694831387275534,0.08283208757245034,0.24978501781900092,0.11142614819065479,0.05900843254513852,256,12,88.59,1068.61,8.16,3,7,12,21.3
499,0.10507989035946633,0.07092778019951708,0.4479063835865507,0.1525580602593486,0.22352788559511724,307,13,57.5,818.82,5.48,7,7,21,23.6
500,0.08453898729707642,0.10737589121620424,0.2502525082965246,0.49254402843045,0.06528858475974476,144,8,20.13,187.3,9.33,1,14,21,18.0
501,0.23736042646866728,0.19531608745559118,0.11509805450227487,0.42200793282882365,0.030217498744642968,146,18,44.58,937.61,3.2,2,6,19,8.1
502,0.017190788475280196,0.28583432855533586,0.08591892754517029,0.2788850039925991,0.33217095143161446,301,12,51.84,630.78,4.96,1,7,25,25.1
503,0.014305906353151253,0.4768159199979759,0.13193534376562824,0.15843119970520028,0.21851163017804434,164,10,51.31,515.47,4.25,3,7,19,16.4
504,0.4558902840592847,0.003372802105863796,0.113213487338297,0.20338015665094172,0.22414326984561272,169,12,39.04,424.55,2.83,2,9,20,14.1
505,0.3140233198772526,0.038440754483135664,0.09473849676904773,0.11829459276747355,0.4345028361030904,298,13,53.68,819.48,4.69,3,9,30,22.9
506,0.03314851701534239,0.024001970106763557,0.32024547607181203,0.0009030898345507505,0.6217009469715313,233,11,31.36,339.18,5.83,9,11,16,21.2
507,0.24582727864763868,0.383685389187134,0.07595776798691754,0.0031379908369061015,0.2913915733414037,271,11,35.83,335.39,6.05,6,16,10,24.6
508,0.2914354276334478,0.21880811155628901,0.025003709676059277,0.22711241703187357,0.2376403341023303,60,10,59.69,580.8,9.34,3,7,24,6.0
509,0.1974716597068372,0.267012969745786,0.3437140782027739,0.1747508585170929,0.017050433827510075,296,6,34.77,177.47,5.93,2,6,15,49.3
510,0.3587389454404963,0.04336267868332691,0.28082919197203493,0.28043404942658084,0.036635134477561004,235,16,58.07,930.11,7.3,3,12,21,14.7
511,0.0821198548168298,0.022523453592925673,0.316152102937907,0.5648345934013976,0.014369995250939831,165,9,29.46,271.62,5.13,6,7,25,18.3
512,0.6240467345694442,0.14866012383403177,0.07159129146482814,0.01608076015725112,0.13962108997444458,194,6,76.47,429.06,8.36,6,11,26,32.3
513,0.45824843783520586,0.35558549229544684,0.014923111034851767,0.02192102145326401,0.14932193738123145,234,15,38.39,477.13,9.8,3,7,22,15.6
514,0.06704869394121614,0.05066755960272487,0.06320370541773436,0.3117086725561387,0.5073713684821859,183,12,46.65,659.04,6.06,5,7,33,15.2
515,0.12436365769422611,0.566459156231295,0.0928751563862596,0.15494927462502536,0.06135275506319384,333,15,54.96,914.53,3.01,2,8,24,22.2
516,0.14019391914777504,0.5293150084945518,0.12677544517032255,0.060694303451914594,0.143021323735436,232,9,41.52,424.33,3.9,2,9,20,25.8
517,0.029121152256896037,0.4873939747749554,0.15527410742749748,0.1324762021979673,0.19573456334268388,361,15,52.15,740.61,5.56,2,9,18,24.1
518,0.26273470798052717,0.01996321573139291,0.3076008050950625,0.07423871126282053,0.3354625599301969,107,13,58.63,841.72,5.91,6,8,25,8.2
519,0.3423055586708533,0.3225961869690003,0.15919284727575567,0.14538213431655264,0.03052327276783808,223,10,64.41,640.32,6.4,3,11,20,22.3
520,0.5019938082778116,0.10645161076627913,0.2308130335609163,0.11244070520983145,0.048300842185161674,80,16,61.87,871.59,5.92,5,7,23,5.0
521,0.35314164400510567,0.019865736364976867,0.49105887952518223,0.13588583863962136,4.7901465113689e-05,234,9,47.42,362.69,5.01,5,10,15,26.0
522,0.30081205195738797,0.020169530618775848,0.13584985331829852,0.5159560633298824,0.027212500775655388,184,9,47.8,403.54,3.73,6,11,24,20.4
523,0.47535712098133265,0.0009949951700208698,0.07369219848830383,0.3511142555218586,0.09884142983848401,185,12,85.24,874.55,5.8,5,14,21,15.4
524,0.03472257732101293,0.14431560553904435,0.10185866060649554,0.5976391750606057,0.12146398147284136,134,5,64.25,385.27,8.71,4,8,17,26.8
525,0.2151591670178516,0.3076728469579961,0.07867874270566597,0.3329668915215364,0.06552235179695,220,13,36.17,385.45,7.04,4,10,21,16.9
526,0.5782195618443488,0.016258038669710543,0.2019192850162124,0.11835000537715601,0.08525310909257244,288,10,51.5,502.87,6.07,4,9,20,28.8
527,0.274113424898109,0.3330364843940054,0.0011967225764016657,0.049990598878300936,0.34166276925318295,364,10,44.97,441.11,7.06,6,11,17,36.4
528,0.10830613479705362,0.33374714223838187,0.14122717754545677,0.29709626118553534,0.11962328423357231,202,8,47.97,353.16,4.26,5,7,22,25.2
529,0.11526372471592626,0.03626314626509678,0.4958615840675197,0.33652667687034393,0.016084868081113455,146,13,31.56,421.96,3.98,4,13,18,11.2
530,0.08173584199481566,0.5753277018673628,0.12707190054988615,0.10381067333861238,0.1120538822493228,324,14,43.82,527.6,3.5,3,12,22,23.1
531,0.08779023601863883,0.17234600989872984,0.17300305558981707,0.020148388074553072,0.5467123104182612,127,13,77.17,1117.19,4.75,5,7,15,9.8
532,0.09840595312668246,0.3154623737238123,0.34696505675862116,0.04352029250981728,0.1956463238810667,135,13,58.69,711.79,4.16,6,9,29,10.4
533,0.12601726866112362,0.41826894870415476,0.04791066592665955,0.223297480939546,0.18450563576851597,114,15,12.63,196.41,7.42,2,9,23,7.6
534,0.10695296757562572,0.04488493831314666,0.32225319368760935,0.4100119960361957,0.11589690438742267,264,7,68.25,518.97,4.05,6,6,19,37.7
535,0.19837235581892626,0.09634237503929988,0.2393489556937606,0.04257386733515044,0.4233624461128629,64,16,66.34,1226.7,3.39,6,8,26,4.0
536,0.19922386347878962,0.26958828267216534,0.03518703756573169,0.06951516609589087,0.4264856501874225,135,15,44.61,759.04,8.89,3,11,17,9.0
537,0.10315208051411508,0.5977843555243667,0.004903045595201997,0.15785759541205754,0.1363029229542586,41,7,60.76,443.74,4.1,3,6,20,5.9
538,0.010364045282069018,0.07052607899648033,0.28347788622236103,0.36055767419165424,0.27507431530743537,296,6,37.11,212.71,5.31,3,11,17,49.3
539,0.13505167351174407,0.16130734814732936,0.0017792445601331978,0.11128516373778931,0.5905765700430041,3,7,42.95,301.01,5.9,3,7,20,0.4
540,0.14056736149710455,0.21735182305321302,0.07177989675619473,0.2856039421125053,0.2846969765809823,194,9,72.48,722.42,2.73,5,9,25,21.6
541,0.12099280744424755,0.6126691255314514,0.02203480506453755,0.002807379383350412,0.24149588257641294,110,12,45.92,634.31,7.47,4,7,15,9.2
542,0.6724737790456072,0.05232667214943563,0.12612037370317228,0.007235269312962834,0.14184390578882197,221,11,21.95,203.22,6.27,2,11,23,20.1
543,0.4774214644389374,0.23485322071404735,0.13769993666877683,0.14958943744650227,0.0004359407317362718,4,14,49.05,655.08,8.12,6,6,23,0.3
544,0.05124298730554359,0.14949957385667303,0.5258398674899466,0.2699843412618266,0.003433230086010146,244,8,48.82,433.71,3.64,3,11,18,30.5
545,0.3546151499848698,0.2369127465358023,0.2349083987765429,0.09491578707561452,0.07864791762717059,166,9,67.98,595.05,5.2,4,13,27,18.4
546,0.22099489268169725,0.041615989862581526,0.15866581402932683,0.1734181352217014,0.4053051682046929,26,11,50.22,515.3,5.08,1,8,22,2.4
547,0.16983367607550506,0.07924355218577286,0.007353640937251703,0.3906185008378787,0.35295062996359144,17,15,43.68,631.91,5.53,2,11,23,1.1
548,0.14730133584000693,0.4547039805005964,0.07530959580999468,0.3151556821369315,0.007529405712470425,216,17,65.68,1162.42,2.09,4,10,26,12.7
549,0.2215909489658497,0.12432006902068468,0.10609642043072798,0.0738746938340867,0.47411786774865106,92,9,51.81,559.53,5.22,3,9,20,10.2
550,0.2912338135932039,0.1654226616548819,0.03045230472432151,0.3193022741257291,0.19358894590186376,31,9,38.75,347.77,2.15,3,6,21,3.4
551,0.10168078336139856,0.23206146328820287,0.062291741531489093,0.08763192275334596,0.5163340890655636,205,11,67.32,654.22,5.72,4,11,18,18.6
552,0.07659225271780748,0.14168094751022592,0.49288442801307214,0.27450993477643776,0.014332436982456821,207,11,52.9,503.47,1.0,3,10,28,18.8
553,0.08379075300738544,0.004139555132215104,0.5241142125825842,0.31213794704557946,0.0758175322322356,107,10,50.04,408.83,1.3,4,12,19,10.7
554,0.5252542279338432,0.12504224990684845,0.04590765502377171,0.11510519658100143,0.18869067055453517,146,7,52.67,377.35,6.64,6,13,20,20.9
555,0.02297374375263116,0.09304410565954377,0.4765218051443036,0.1783287321453394,0.229131613298182,101,13,33.94,449.09,3.91,4,12,16,7.8
556,0.3505545061890045,0.02775195179740887,0.11202846709839238,0.3645823675147759,0.14508270740041834,318,13,42.09,482.6,3.02,6,4,26,24.5
557,0.005466695643903556,0.19785577400244125,0.4236669493803954,0.16800886848511068,0.20500171248814905,241,12,50.05,647.57,7.54,5,10,23,20.1
558,0.02305111293687848,0.2691394030426859,0.018247412361830372,0.25167236636177504,0.4378897052968303,247,11,47.08,567.83,5.66,5,7,23,22.5
559,0.17941800181058706,0.5727881819980869,0.1215850723688082,0.04334393778033606,0.082864806042182,163,11,69.09,686.72,6.74,5,12,15,14.8
560,0.14678621209108259,0.012372874409461753,0.15876105262090806,0.6477027417694393,0.03437711910910826,173,13,53.26,649.22,4.67,3,7,23,13.3
561,0.14573235636083023,0.22093713231541898,0.2665371852253505,0.29851534546031866,0.0682779806380816,35,13,62.82,976.93,10.36,3,8,26,2.7
